Area,Year,Savanna fires,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use,Rural population,Urban population,Total Population - Male,Total Population - Female,total_emission,Average Temperature ??C
Greece,2005,1.66,0.00,280.01,314.34,1289.89,74.00,1574.32,-2492.96,0.00,4079.97,2811.64,2331.54,1007.56,3918.56,2321.07,177.00,12409.08,387.54,1373.11,840.10,0.00,0.00,3047.49,2887279.00,8413925.00,5524543.00,5588904.00,35745.92,0.18
Belgium,2020,0.06,0.00,176.03,715.87,202.50,88.00,1772.89,0.00,0.00,1183.71,2570.12,311.85,527.13,1206.68,3590.08,2012.45,16032.43,833.10,430.42,2304.84,0.00,0.00,1789.88,223197.00,11396775.00,5707264.00,5854453.00,35748.02,2.54
Morocco,2014,3.79,0.78,527.35,34.55,0.00,175.00,1753.56,-2257.97,817.50,8477.48,582.37,2364.21,485.69,5650.20,1821.16,2255.37,5467.03,207.61,4378.79,433.70,0.00,0.00,2595.34,13639438.00,20678644.00,17220817.00,17027786.00,35773.50,1.57
Uganda,2015,1325.92,61.92,262.91,186.74,5860.79,1.00,322.98,-2016.87,10472.16,3.56,3467.91,0.04,14.52,5535.48,111.08,387.33,533.12,403.51,7478.35,926.12,0.00,56.49,428.73,31289039.00,8855831.00,18493558.00,18983798.00,35823.79,1.19
Belgium,2014,0.00,0.52,205.49,715.87,200.56,123.00,1985.92,-4876.71,2355.33,1231.74,2926.86,304.12,691.36,1403.41,3456.43,1953.63,17843.22,860.80,452.70,2352.81,0.00,0.00,1667.31,243099.00,10976062.00,5492287.00,5684436.00,35854.38,2.33
Greece,1999,13.95,19.11,261.84,329.42,1294.99,85.00,1431.06,-2343.06,0.00,3546.09,1339.72,2038.32,1047.33,5117.57,1893.48,259.61,13957.62,385.87,1391.65,853.29,0.00,0.00,2933.43,3039083.00,8051183.00,5477051.00,5516810.00,35856.29,1.05
Saudi Arabia,1991,8.15,0.00,295.15,0.00,0.00,142.38,5532.48,0.00,0.00,3924.79,1718.42,1056.79,86.19,6458.46,401.74,501.85,14363.50,55.68,1218.41,144.06,0.00,0.00,,3842049.00,13025780.00,9500950.00,7153327.00,35908.06,0.17
United Arab Emirates,2018,0.00,0.00,0.32,246.41,0.00,156.03,4121.96,,,2746.76,3150.58,1868.36,3.91,2267.68,6.05,2907.49,17839.17,18.12,587.64,85.17,0.00,0.00,,1285972.00,8255643.00,6418331.00,2721838.00,36005.65,1.59
United Arab Emirates,2016,0.00,0.00,0.27,246.41,0.00,157.51,3791.18,,,2790.46,3046.34,1803.18,4.01,2237.70,5.90,3473.74,17796.51,17.72,569.63,82.59,0.00,0.00,,1300961.00,7968651.00,6365662.00,2628601.00,36023.15,1.16
Belgium,2015,0.00,0.00,202.64,715.87,200.56,115.00,2061.48,-4876.71,2355.33,1346.99,3059.13,360.85,714.26,1283.38,3693.77,2012.45,17472.63,877.12,457.20,2378.30,0.00,0.00,1657.54,239703.00,11048237.00,5531756.00,5716548.00,36087.81,1.74
Belgium,2007,0.21,0.00,172.79,715.87,200.87,143.00,2095.16,-3224.37,50.22,1441.09,2642.80,282.04,921.02,2182.14,3126.29,2012.45,17377.39,878.13,482.01,2368.56,0.00,0.00,2317.86,266907.00,10430928.00,5216575.00,5437121.00,36185.50,1.71
Belgium,2003,0.01,0.00,161.56,746.31,202.27,305.00,1973.15,-3224.37,50.22,1770.27,2260.79,79.83,992.66,2560.32,3227.22,2012.45,16411.15,920.91,505.02,2499.28,0.00,0.00,2752.36,281701.00,10137331.00,5088976.00,5313574.00,36206.40,1.50
Belgium,2008,0.00,0.00,192.08,715.87,199.81,132.00,2100.99,-3224.37,50.22,1512.80,2865.04,275.59,846.29,2086.62,3209.83,2012.45,17144.51,874.43,474.37,2370.37,0.00,0.00,2430.10,263573.00,10515600.00,5254165.00,5472551.00,36268.99,1.16
United Arab Emirates,2017,0.00,0.00,0.67,246.41,0.00,156.03,4125.28,,,2838.55,3142.50,1797.72,4.07,2251.55,6.17,2850.17,18218.33,18.10,581.84,84.82,0.00,0.00,,1292709.00,8107436.00,6392484.00,2675811.00,36322.22,1.51
Uganda,2016,1645.96,50.03,223.22,164.29,5856.84,1.00,348.77,-2016.87,10472.16,6.32,3788.54,0.07,19.97,5595.79,139.78,387.33,560.12,400.52,7278.66,913.02,0.00,45.25,460.26,32101656.00,9386309.00,19131236.00,19617063.00,36341.02,1.31
Belgium,2010,0.00,0.00,193.84,715.87,200.33,90.00,2076.45,-3224.37,50.22,1587.26,3002.00,360.69,710.70,1904.86,3582.80,2012.45,17274.02,880.73,470.54,2389.95,0.00,0.00,2065.72,256927.00,10681812.00,5332753.00,5545193.00,36344.07,-0.07
Greece,2000,24.85,52.29,283.00,281.93,1294.20,57.00,1345.65,-2343.06,0.00,3916.15,1551.60,2438.30,928.31,5596.69,2130.13,258.92,12949.07,395.89,1396.85,871.64,0.00,0.00,2930.01,3040042.00,8102077.00,5499682.00,5538426.00,36359.42,0.61
Belgium,2004,0.06,0.13,187.18,715.87,199.88,236.00,2047.03,-3224.37,50.22,1543.11,2533.86,73.17,948.62,2430.44,3471.82,1953.63,16732.50,914.65,498.40,2450.57,0.00,0.00,2725.05,277714.00,10202403.00,5116217.00,5339945.00,36487.80,0.98
Belgium,2012,0.00,0.00,185.89,715.87,200.62,122.00,1986.49,-4876.71,2355.33,1422.59,3016.54,344.92,709.16,1699.01,3328.45,2012.45,17862.93,873.80,453.46,2394.16,0.00,0.00,1836.91,250039.00,10833511.00,5413752.00,5617387.00,36643.86,1.03
United Arab Emirates,2014,0.00,0.00,0.11,246.41,0.00,156.03,4306.37,,,2501.72,2693.01,1667.88,3.57,2209.36,5.62,3572.60,18656.49,15.96,541.24,78.56,0.00,0.00,,1326639.00,7744228.00,6307775.00,2528177.00,36654.95,0.93
Austria,2016,0.01,0.39,293.49,926.34,287.41,60.00,1908.94,-7440.29,225.94,1150.44,1263.81,168.06,685.52,1492.16,1245.86,1953.63,28991.04,586.12,401.39,1493.24,0.00,0.00,997.04,3667377.00,5044760.00,4292470.00,4444016.00,36690.56,1.85
Belgium,2013,0.00,0.00,194.06,715.87,200.62,112.00,1946.87,-4876.71,2355.33,1464.78,3059.03,288.54,696.35,1589.28,3257.90,2012.45,18031.15,864.43,446.86,2364.30,0.00,0.00,2009.53,246557.00,10904955.00,5452515.00,5650743.00,36732.64,0.54
United Arab Emirates,2019,0.00,0.00,1.06,246.41,0.00,156.68,3906.35,,,2279.67,3169.70,1857.03,3.76,2284.88,6.10,2951.82,19211.27,18.43,584.47,87.29,0.00,0.00,,1279098.00,8402990.00,6443813.00,2767844.00,36764.90,1.21
Belgium,2011,0.43,0.00,189.96,715.87,200.63,112.00,2044.36,-4876.71,2355.33,1300.69,2843.77,310.76,716.63,1809.63,3274.38,2012.45,18199.49,880.51,465.05,2394.83,0.00,0.00,1828.03,253515.00,10759568.00,5373687.00,5582056.00,36778.10,1.86
Portugal,2013,65.05,25.75,68.25,425.86,261.52,158.00,1277.39,-1112.58,0.00,1861.45,1375.24,266.87,422.43,2828.42,1182.09,444.99,23683.93,487.15,464.52,1469.29,0.00,0.00,1143.86,3963418.00,6564256.00,4979863.00,5484672.00,36799.46,0.87
Algeria,2006,21.49,53.79,314.40,2.20,0.00,27.00,2511.74,-2405.50,0.00,13026.95,449.89,156.35,579.01,8203.60,930.82,258.95,9212.87,120.16,2960.89,287.93,0.00,0.00,141.63,11959903.00,21818012.00,17050923.00,16384158.00,36854.17,1.40
Ecuador,2012,23.00,38.13,173.85,2182.48,81.30,275.00,1567.32,-3409.38,20347.69,1824.31,575.28,1724.49,74.96,4172.40,485.77,475.82,2659.57,516.50,2351.45,463.82,0.00,1.67,395.17,5707115.00,9712551.00,7744557.00,7739326.00,37000.60,0.63
Uganda,2017,1397.97,66.51,235.33,138.13,5856.12,1.00,369.68,-2016.87,10472.16,6.56,4344.83,0.08,22.95,5654.93,162.50,387.33,567.12,407.25,7492.96,932.22,0.00,63.15,486.00,32920646.00,9942312.00,19823359.00,20303726.00,37047.91,1.68
Morocco,2015,0.08,0.00,818.07,65.15,0.00,396.00,1820.65,-2257.97,817.50,8690.96,599.64,2457.65,528.34,5680.12,1837.15,2346.11,5568.44,209.96,4377.98,435.77,0.00,0.00,2674.53,13639728.00,21163594.00,17444602.00,17235856.00,37066.12,1.29
Kazakhstan,2010,5748.78,0.52,1044.69,578.51,0.00,220.00,1535.36,-2993.69,1480.05,2872.68,1589.79,259.64,2528.64,2396.39,3567.01,321.59,6826.72,949.05,2617.25,1881.47,0.00,0.00,3661.02,7079870.00,9319106.00,7915384.00,8712452.00,37085.47,1.45
Kazakhstan,2016,1088.61,0.65,1523.72,580.48,0.00,387.00,1845.86,-2986.48,2.62,4827.60,2307.18,375.04,2115.05,2285.29,2694.72,1096.38,10162.79,990.61,2936.69,1936.24,0.00,0.00,2948.55,7687326.00,10300410.00,8654278.00,9424275.00,37118.59,1.89
Belgium,2006,0.00,0.00,169.88,803.25,200.40,1339.00,2029.77,-3224.37,50.22,1531.02,2599.27,247.13,906.40,2260.94,3121.18,2012.45,16770.30,889.77,485.88,2403.79,0.00,0.00,2594.03,270335.00,10349232.00,5180505.00,5402471.00,37190.30,1.63
Ecuador,2011,34.15,2.05,158.43,1940.15,81.30,435.00,1491.51,-3409.38,20347.69,1775.30,539.11,1706.12,337.38,4155.57,777.28,475.82,2550.61,569.08,2373.44,523.19,0.00,1.67,355.33,5638262.00,9539093.00,7622056.00,7615672.00,37220.81,0.82
Kazakhstan,2002,11284.54,13.56,1245.24,404.55,0.00,55.00,906.43,-2993.69,1480.05,1621.31,1112.08,7309.48,1160.37,1822.74,2316.60,52.30,4001.60,687.29,1697.24,1374.61,0.00,0.00,1735.07,6609578.00,8496067.00,7295257.00,8043706.00,37286.37,1.87
United Arab Emirates,2020,0.00,0.00,0.66,246.41,0.00,144.65,3352.21,,,2617.35,3121.52,1746.34,4.74,2299.30,6.23,3213.84,19844.39,18.16,586.15,88.13,0.00,0.00,,1271026.00,8542144.00,6475368.00,2811921.00,37290.08,1.18
Chad,2003,5718.31,1660.15,122.59,208.29,0.00,2.00,41.66,2.47,16672.78,54.30,107.27,8.14,67.63,1085.89,431.70,356.49,38.23,129.10,8092.88,848.24,0.00,1622.77,35.53,7320248.00,2032953.00,4588681.00,4607685.00,37306.43,0.87
Uganda,2018,973.72,23.96,268.71,140.74,5854.41,1.00,403.94,-2016.87,10472.16,9.33,4686.40,0.15,32.05,5719.68,200.34,387.33,523.13,415.71,7730.42,955.38,0.00,19.43,528.49,33745480.00,10525083.00,20521108.00,20994287.00,37329.60,1.13
United Arab Emirates,2015,0.00,0.00,0.17,246.41,0.00,156.03,4277.99,,,2719.84,3004.11,1784.34,3.83,2223.31,5.67,3397.45,18877.34,16.69,562.22,81.00,0.00,0.00,,1311419.00,7842883.00,6337454.00,2579445.00,37356.39,1.53
Papua New Guinea,2012,89.58,30.47,0.74,2.68,21438.32,5.00,135.17,0.00,10500.49,88.79,128.15,36.99,67.63,311.21,459.11,2519.14,178.87,87.77,53.80,890.70,0.00,23.88,342.58,6466137.00,964699.00,4174386.00,3852159.00,37391.08,0.31
Papua New Guinea,2011,79.57,36.69,0.86,2.68,21458.68,5.00,114.30,0.00,10500.49,89.00,119.06,36.57,67.63,305.59,459.11,2519.14,167.93,85.65,53.24,869.15,0.00,35.40,394.29,6324300.00,945048.00,4062416.00,3744221.00,37400.03,0.41
Belgium,2005,0.00,0.00,175.66,803.25,199.93,1567.00,1995.01,-3224.37,50.22,1551.40,2617.41,105.69,932.85,2347.49,3346.17,2012.45,16468.87,905.41,490.38,2433.62,0.00,0.00,2635.67,273934.00,10272952.00,5147001.00,5369977.00,37414.11,1.22
Papua New Guinea,2013,100.32,68.41,0.83,2.68,21380.65,5.00,143.80,0.00,10500.49,91.13,137.84,36.96,67.63,316.77,459.11,2519.14,187.82,85.99,53.26,869.39,0.00,60.39,346.09,6607438.00,985427.00,4285535.00,3960092.00,37433.68,0.77
Papua New Guinea,2014,231.68,62.07,0.84,2.68,21297.96,5.00,159.95,0.00,10500.49,92.57,145.86,41.62,67.63,318.79,459.11,2519.14,195.89,85.99,53.26,869.35,0.00,56.64,346.09,6748445.00,1007340.00,4396106.00,4068046.00,37512.63,0.43
Morocco,2016,2.35,3.25,306.73,59.01,0.00,389.00,1941.45,-1939.20,0.00,8920.36,606.00,2665.07,472.08,5716.97,1692.99,3265.67,5532.61,211.39,4423.82,442.82,0.00,0.00,2834.43,13630788.00,21645998.00,17665036.00,17442227.00,37546.81,1.72
Romania,1997,0.37,31.35,1221.71,31.25,535.10,343.00,975.24,0.00,110.00,2123.60,266.53,1155.02,1662.83,3380.17,3895.89,2318.20,11629.46,1620.14,1309.24,2992.71,0.00,0.00,2022.60,10532520.00,12100285.00,10829746.00,11459789.00,37624.41,-0.31
Uzbekistan,1995,25.04,30.07,244.25,1021.02,0.00,190.38,451.91,-793.56,0.00,6943.25,877.38,6841.55,1005.60,1926.09,1817.59,3867.71,4636.48,776.72,1694.80,1688.50,0.00,0.00,4394.01,12865004.00,9998260.00,11541749.00,11484456.00,37638.78,1.38
Western Sahara,2020,0.00,0.00,,926.34,0.00,252.74,2298.02,-104.57,0.00,,1266.34,643.58,1186.43,154.42,2369.11,2012.45,,,2148.25,,0.00,0.00,,78676.00,518663.00,307187.00,248862.00,13153.12,2.07
Madagascar,2002,2283.84,221.00,244.81,6025.23,4338.18,1.00,70.32,-5084.46,21749.05,12.76,39.27,13.24,67.63,2835.41,252.21,356.49,71.23,137.43,3548.66,366.08,0.00,128.26,,12127427.00,4637690.00,8648564.00,8563371.00,37677.64,0.53
Chad,2004,5713.42,1651.55,93.86,183.94,0.00,2.00,42.95,2.47,16672.78,56.41,128.63,7.78,67.63,1111.97,431.70,356.49,39.93,136.37,8555.03,898.14,0.00,1606.53,35.50,7596322.00,2113721.00,4800259.00,4813244.00,37795.09,0.89
Ecuador,2013,19.22,1.58,171.30,2333.01,81.30,131.00,1665.57,-3409.38,20347.69,1943.92,634.03,2012.52,72.07,4190.87,432.58,495.18,2937.53,555.22,2316.48,481.26,0.00,0.42,407.11,5775237.00,9886310.00,7863795.00,7859194.00,37820.48,0.53
Kazakhstan,2008,4577.75,2.61,1259.56,464.66,0.00,72.00,1643.77,-2993.69,1480.05,2933.65,2616.13,419.49,2035.21,2205.61,5514.27,398.13,6242.93,903.07,2450.52,1804.38,0.00,0.00,3817.35,6931410.00,9069766.00,7699199.00,8497318.00,37847.45,1.71
Chad,2005,6137.12,1150.70,129.69,215.26,0.00,2.00,44.30,2.47,16672.78,57.98,155.93,8.41,67.63,1139.74,431.70,356.49,41.13,143.99,9041.67,950.36,0.00,1098.70,42.48,7872263.00,2194746.00,4999038.00,5005974.00,37890.54,1.25
Mongolia,2013,465.89,0.39,31.18,2503.79,22595.15,7.00,244.37,0.00,153.99,616.49,565.11,67.45,332.01,2572.23,1451.09,398.71,230.04,645.71,4010.89,1038.55,0.00,0.00,1.06,915345.00,1953762.00,1415077.00,1430076.00,37931.09,1.51
Chad,2009,4132.21,746.04,127.43,244.43,0.00,3.00,68.17,2.47,16672.78,83.55,173.31,16.37,67.63,1243.55,451.20,356.49,45.13,182.45,11332.76,1207.24,0.00,730.52,63.18,8979786.00,2523000.00,5755890.00,5740238.00,37949.92,1.18
Belgium,2017,0.00,0.00,185.71,715.87,198.72,103.00,2044.06,0.00,0.00,1259.99,2882.69,274.05,585.34,1169.05,3475.67,2012.45,17707.86,822.45,435.78,2273.87,0.00,0.00,1870.07,233097.00,11196239.00,5607133.00,5777356.00,38016.64,1.76
Greece,2003,0.90,0.00,260.45,329.02,1291.43,82.00,1517.15,-2492.96,0.00,3949.10,2123.85,2218.62,936.13,6749.89,2629.17,266.78,12111.60,381.81,1408.48,798.56,0.00,0.00,3486.83,2958243.00,8285324.00,5531409.00,5579078.00,38048.81,0.41
Belgium,2016,0.05,0.00,155.59,715.87,199.64,105.00,2081.98,0.00,0.00,1286.78,2905.61,286.20,678.26,1159.61,3392.22,2012.45,17629.41,851.12,455.27,2334.46,0.00,0.00,1813.50,236371.00,11122008.00,5569797.00,5747039.00,38063.00,1.48
Mongolia,2014,599.95,1.37,39.45,1473.93,22599.90,7.00,254.25,0.00,153.99,625.06,580.45,83.92,332.01,2605.76,1522.04,406.07,318.96,748.33,4618.29,1206.54,0.00,0.00,8.79,930872.00,1993024.00,1443209.00,1459613.00,38186.06,1.72
Papua New Guinea,2016,62.01,45.83,0.85,2.71,21129.74,5.00,173.78,0.00,11465.57,101.11,162.82,46.32,67.63,329.43,459.11,2519.14,217.68,86.61,53.17,874.83,0.00,40.40,345.90,7029890.00,1055101.00,4614885.00,4284284.00,38189.65,1.13
Papua New Guinea,2017,99.05,49.42,0.85,2.73,21104.69,5.00,174.77,0.00,11465.57,100.90,170.42,46.05,67.63,335.68,459.11,2519.14,226.66,87.35,53.15,880.84,0.00,43.73,350.00,7170073.00,1081089.00,4722981.00,4391815.00,38242.73,0.77
Kenya,2009,77.40,8.15,245.71,42.78,164.61,39.00,394.51,26.52,14977.41,84.79,152.07,14.80,68.41,6094.60,88.25,356.49,1647.27,361.18,12001.74,1042.62,0.00,0.00,362.42,30909074.00,9328130.00,20068349.00,20296096.00,38250.74,1.33
Uganda,2019,512.60,95.42,263.04,175.47,5876.91,1.00,425.63,-2016.87,10472.16,8.37,5240.26,0.13,33.03,5777.46,218.19,387.33,799.13,425.85,7965.77,981.00,0.00,90.63,551.66,34576219.00,11135655.00,21241606.00,21707475.00,38284.17,1.58
Kenya,2007,473.45,2.13,261.65,32.26,164.61,75.41,417.90,26.52,14977.41,62.46,85.00,12.94,67.63,5934.68,79.42,356.49,1261.32,396.83,12208.91,1054.24,0.00,0.83,355.01,29547088.00,8538821.00,18903421.00,19133373.00,38307.08,0.68
Madagascar,2004,2321.73,378.32,270.46,6134.14,4333.11,1.00,96.68,-5084.46,21749.05,18.42,75.46,13.26,67.63,2842.54,252.21,356.49,133.47,152.37,3669.60,396.14,0.00,151.74,,12780505.00,5022492.00,9169924.00,9080850.00,38329.35,0.48
Kenya,2008,173.06,3.23,225.82,32.80,164.61,36.00,378.70,26.52,14977.41,67.35,125.87,12.09,67.63,5996.73,104.77,356.49,1408.91,344.57,12459.94,1108.17,0.00,0.00,331.08,30222715.00,8925701.00,19479661.00,19707234.00,38401.77,0.86
Kenya,2010,100.56,0.81,303.52,39.55,162.54,33.00,433.25,26.52,14977.41,62.64,116.78,10.19,68.41,6163.23,64.53,356.49,1826.11,334.80,12081.97,1059.14,0.00,0.56,196.74,31603483.00,9746669.00,20642895.00,20875000.00,38418.77,1.07
Romania,1994,6.77,11.34,1062.66,36.36,536.76,729.00,864.44,0.00,110.00,1684.95,880.09,1470.87,1486.04,3066.78,4050.28,2271.87,11972.41,1807.63,1486.16,3281.60,0.00,0.00,1695.10,10651531.00,12464644.00,11027789.00,11604987.00,38511.13,1.57
Portugal,2014,4.31,2.08,67.29,405.78,259.75,195.00,1284.99,-1112.58,0.00,1750.68,1417.52,225.36,441.96,2884.55,1163.51,494.19,25337.80,506.05,472.89,1536.23,0.00,0.00,1204.48,3881018.00,6590150.00,4943859.00,5464514.00,38541.84,1.33
Western Sahara,2017,0.00,0.00,,926.34,0.00,252.74,2298.02,-104.57,0.00,,1266.34,643.58,1186.43,125.81,2369.11,2012.45,,,2148.25,,0.00,0.00,,73931.00,478697.00,286418.00,232440.00,13124.51,2.09
Papua New Guinea,2019,108.32,64.93,0.85,2.72,21402.48,5.00,159.38,0.00,11465.57,108.44,187.10,43.71,67.63,344.52,459.11,2519.14,242.38,89.37,53.00,905.01,0.00,58.72,358.74,7448841.00,1137684.00,4936763.00,4605722.00,38646.11,0.69
Papua New Guinea,2018,273.67,147.65,0.86,2.72,21209.76,5.00,163.01,0.00,11465.57,105.60,179.28,42.86,67.63,341.99,459.11,2519.14,236.60,88.36,53.07,891.87,0.00,137.30,349.30,7309758.00,1108588.00,4830369.00,4498858.00,38740.35,0.74
Morocco,2018,0.06,0.00,721.58,63.43,0.00,381.00,2063.05,-1939.20,0.00,9274.64,673.55,2273.59,522.90,5780.08,1932.13,2708.26,5975.09,223.01,4568.36,458.31,0.00,0.00,3068.17,13589062.00,22602743.00,18087320.00,17840191.00,38748.02,0.76
Mongolia,2015,986.38,33.85,22.28,1175.89,22600.01,7.00,255.00,0.00,153.99,585.33,535.49,67.88,332.01,2631.16,1517.53,406.07,306.33,820.08,4991.10,1331.17,0.00,0.00,16.53,945754.00,2031123.00,1473641.00,1491107.00,38775.07,2.25
Madagascar,2001,2866.00,328.17,247.14,6008.54,4341.67,1.00,97.03,-5084.46,21749.05,14.63,23.00,15.44,67.63,2834.79,252.21,356.49,79.80,136.18,3906.77,385.29,0.00,151.59,,11806896.00,4454036.00,8395887.00,8313779.00,38777.94,0.68
Uzbekistan,1997,14.35,44.04,286.26,1201.34,0.00,187.29,698.33,-793.56,0.00,9903.51,1014.96,7489.58,2.51,2083.99,0.02,3968.44,4812.31,703.07,1499.89,1552.25,0.00,0.00,4188.79,13118106.00,10597384.00,11960747.00,11916542.00,38857.38,1.32
Papua New Guinea,2020,65.40,27.22,0.85,2.72,21762.57,5.00,152.36,0.00,11465.57,106.91,195.31,42.45,67.63,347.08,459.11,2519.14,251.72,90.77,52.94,919.93,0.00,21.65,356.13,7587206.00,1168469.00,5039466.00,4710175.00,38912.47,1.06
Ecuador,2015,10.30,19.09,193.48,2205.69,81.30,697.00,1874.51,-3409.38,20347.69,2091.04,679.80,2163.47,348.65,4181.70,804.51,640.87,2654.42,530.49,1891.61,480.59,0.00,1.25,433.86,5909194.00,10235174.00,8100227.00,8095675.00,38921.93,1.44
Egypt,1990,1.50,0.17,704.55,3417.52,0.00,259.00,1336.04,-409.21,0.00,3184.16,1785.79,833.52,76.16,9966.78,590.24,460.26,11983.89,105.17,3399.72,332.41,0.00,0.00,953.46,32450634.00,24961581.00,28850560.00,28364070.00,38981.10,0.14
Saudi Arabia,1992,8.15,0.00,303.11,0.00,0.00,142.38,5869.29,0.00,0.00,4345.76,1841.74,1117.52,99.76,6728.07,407.94,860.29,15800.45,57.33,1272.84,149.00,0.00,0.00,,3849240.00,13529593.00,9870913.00,7410436.00,39003.64,-1.06
Morocco,2019,1.72,2.60,407.24,62.51,0.00,394.00,2155.64,-1939.20,0.00,9864.52,732.95,2347.38,536.33,5808.24,1927.12,2749.89,5352.44,226.73,4679.81,467.90,0.00,0.00,3226.21,13557256.00,23077900.00,18281786.00,18022621.00,39004.03,1.47
Austria,2011,0.02,0.00,292.11,926.34,285.31,69.00,1734.38,-7516.85,354.29,1395.13,1267.64,245.60,700.06,1609.64,1561.01,2012.45,30513.02,604.74,409.53,1557.43,0.00,0.00,992.97,3628001.00,4831863.00,4088327.00,4302873.00,39013.82,1.75
Belgium,2018,0.00,0.00,164.31,715.87,198.07,114.00,2051.26,0.00,0.00,1303.47,2955.48,340.68,607.11,1185.02,3875.20,2012.45,18060.92,845.61,438.89,2320.77,0.00,0.00,1845.86,229844.00,11268675.00,5643009.00,5805587.00,39034.96,2.31
Romania,2018,1.79,3.25,1620.09,64.68,537.92,134.00,1569.78,-28562.18,5094.17,2255.48,1037.25,252.26,712.96,3965.80,1675.85,3566.28,12141.84,1092.40,1198.14,1905.63,0.00,0.00,1544.24,9007536.00,10573098.00,9493519.00,10113264.00,11811.65,2.02
South Sudan,2019,12893.73,850.45,62.51,301.53,9362.96,12.83,106.87,2062.33,0.00,67.26,1181.90,57.65,67.63,368.21,237.48,411.26,44.04,334.90,9047.32,696.25,0.00,796.52,82.77,10623927.00,2639257.00,5167140.00,5280526.00,39046.38,1.00
Chad,2006,5501.03,1812.69,143.97,214.63,0.00,2.00,45.66,2.47,16672.78,56.88,161.94,6.20,67.63,1166.40,437.04,356.49,42.43,151.98,9557.28,1005.66,0.00,1735.08,44.22,8146101.00,2275496.00,5182293.00,5183320.00,39184.47,1.10
Mongolia,2016,546.52,0.85,38.58,1555.57,22415.09,7.00,223.38,-0.83,154.27,600.17,605.35,67.93,332.01,2662.39,1517.53,413.76,325.08,891.40,5473.63,1437.66,0.00,0.00,10.42,959785.00,2067613.00,1505633.00,1523921.00,39277.74,1.45
Ecuador,2014,6.95,6.12,175.77,2082.32,81.30,829.00,1795.18,-3409.38,20347.69,2059.64,677.41,2166.05,348.65,4187.85,804.51,640.87,2936.46,580.78,2089.34,529.72,0.00,0.69,437.87,5842585.00,10060527.00,7981215.00,7976779.00,39374.79,1.03
Madagascar,2008,2368.86,205.32,312.65,6359.89,4336.01,2.00,94.34,-5084.46,21749.05,20.24,144.39,11.35,67.63,2973.89,252.21,356.49,135.87,220.99,4322.82,545.91,0.00,131.62,,13863552.00,6132917.00,10302005.00,10211594.00,39527.07,0.60
Kazakhstan,1993,3837.84,37.37,1729.65,672.68,0.00,468.00,1558.92,-1117.42,294.77,1121.63,45.98,9238.30,1218.51,1188.41,752.52,48.63,4871.02,1538.49,4306.18,2943.88,0.00,0.00,4797.98,7204180.00,9165820.00,8172300.00,8807397.00,39553.32,-0.70
Uganda,2020,1252.27,11.90,224.62,134.17,5867.02,1.00,388.50,-2016.87,10472.16,8.56,5711.73,0.13,36.49,5832.91,242.44,387.33,805.13,436.10,8194.65,1006.54,0.00,9.58,551.66,35412691.00,11775012.00,21973090.00,22431520.00,39558.02,1.27
Madagascar,2003,3947.53,273.49,258.32,6041.98,4327.72,1.00,92.62,-5084.46,21749.05,16.93,57.67,14.85,67.63,2843.24,252.21,356.49,140.27,144.51,3620.26,382.45,0.00,129.25,,12452023.00,4827118.00,8906025.00,8818285.00,39633.00,0.72
Burkina Faso,2016,1235.79,0.00,323.12,1187.29,0.00,34.00,194.82,17596.48,6504.96,188.57,487.64,9.75,67.63,2329.85,439.26,356.49,1211.27,344.92,6168.45,957.62,0.00,0.00,,13400521.00,5245912.00,9587217.00,9688281.00,39637.92,1.32
Uzbekistan,1996,17.10,49.01,253.92,1139.79,0.00,185.14,645.89,-793.56,0.00,9646.29,616.55,7381.58,3.01,2014.31,1831.59,3907.68,4696.52,731.29,1584.71,1600.64,0.00,0.00,4126.82,12998880.00,10300031.00,11758919.00,11707006.00,39638.29,-0.09
Chad,2008,5207.66,1486.19,139.61,217.27,0.00,2.00,56.96,2.47,16672.78,60.97,167.96,6.38,67.63,1218.03,451.20,356.49,44.93,174.48,10716.67,1143.23,0.00,1422.16,52.74,8695468.00,2438393.00,5554274.00,5544390.00,39667.81,0.50
Mongolia,2017,247.75,19.75,21.69,1513.61,22350.36,7.00,273.32,-0.83,154.27,659.23,646.15,79.47,337.44,2689.35,1535.73,413.76,441.83,955.80,5891.56,1541.53,0.00,0.00,12.54,973037.00,2102610.00,1538598.00,1557431.00,39791.32,2.48
Papua New Guinea,2015,352.23,1246.18,0.86,2.70,21297.96,5.00,172.12,0.00,10500.49,98.97,154.19,42.64,67.63,323.60,459.11,2519.14,205.34,86.25,53.21,871.81,0.00,1019.34,345.90,6889286.00,1030539.00,4505977.00,4176197.00,39824.67,0.14
Romania,1996,1.93,37.76,816.91,66.89,535.10,455.00,958.39,0.00,110.00,1852.88,466.64,1022.05,1798.00,3303.88,4767.69,2282.70,13651.04,1642.15,1368.35,2991.18,0.00,0.00,1762.45,10577463.00,12226702.00,10903157.00,11514711.00,39891.01,-0.36
